| Sat Dec  9 15:34:58 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:28:13 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sat Dec  9 20:28:15 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:29:09 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sat Dec  9 20:29:12 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:29:28 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sat Dec  9 20:34:14 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:35:04 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:35:07 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sat Dec  9 20:35:10 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:35:49 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:35:51 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sat Dec  9 20:35:52 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:36:28 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:36:39 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:36:41 2017 | 265004005    | Makin Eugen | 265004005 | Обратная связь 📝 
| Sat Dec  9 20:36:43 2017 | 265004005    | Makin Eugen | 265004005 | Оставить свои пожелания по работе чат-бота 
| Sat Dec  9 20:36:45 2017 | 265004005    | Makin Eugen | 265004005 | Олр 
| Sat Dec  9 20:36:47 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:40:36 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sat Dec  9 20:40:38 2017 | 265004005    | Makin Eugen | 265004005 | Завтра утром 
| Sat Dec  9 20:40:46 2017 | 265004005    | Makin Eugen | 265004005 | None 
| Sat Dec  9 20:40:55 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sat Dec  9 20:40:58 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:50:57 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 10:50:58 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:53:39 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 10:53:41 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:54:54 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 10:54:55 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:55:13 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:55:13 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:55:17 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:55:24 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 10:55:29 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 10:55:30 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:56:06 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:56:12 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:57:04 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:58:54 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 10:59:03 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 10:59:05 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 10:59:07 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:00:02 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:00:57 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 11:00:58 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:00:59 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:07:41 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:08:37 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 11:08:39 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:08:40 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:10:12 2017 | 265004005    | Makin Eugen | 265004005 | Контакты ☎ 
| Sun Dec 10 11:10:13 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:10:14 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:10:46 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 11:10:47 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:10:48 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:12:16 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:13:38 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 11:13:38 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 11:13:39 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:13:40 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:15:02 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:18:40 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 11:18:41 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:18:42 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:19:37 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:19:39 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 11:19:43 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:19:44 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:26:40 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 11:26:42 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:26:43 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:27:44 2017 | 265004005    | Makin Eugen | 265004005 | Контакты ☎ 
| Sun Dec 10 11:27:47 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:27:48 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:27:49 2017 | 265004005    | Makin Eugen | 265004005 | Что делать 
| Sun Dec 10 11:27:58 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 11:27:59 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:28:00 2017 | 265004005    | Makin Eugen | 265004005 | Что делать 
| Sun Dec 10 11:29:50 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 11:29:51 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:29:52 2017 | 265004005    | Makin Eugen | 265004005 | Что делать 
| Sun Dec 10 11:41:26 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:41:27 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:41:34 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 11:41:35 2017 | 265004005    | Makin Eugen | 265004005 | Что делать 
| Sun Dec 10 11:41:39 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:42:03 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 11:42:07 2017 | 265004005    | Makin Eugen | 265004005 | Погода ☔ 
| Sun Dec 10 11:42:08 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:42:34 2017 | 265004005    | Makin Eugen | 265004005 | Что делать 
| Sun Dec 10 11:42:35 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:43:26 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 11:43:29 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:52:58 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 11:52:59 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:53:03 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:53:05 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:53:07 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:53:09 2017 | 265004005    | Makin Eugen | 265004005 | Несчастный случай 
| Sun Dec 10 11:53:10 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:53:12 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:53:14 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 11:53:15 2017 | 265004005    | Makin Eugen | 265004005 | Выбор характера требуемой помощи 
| Sun Dec 10 11:53:24 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 11:54:29 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:54:37 2017 | 265004005    | Makin Eugen | 265004005 | Пропажа багажа 
| Sun Dec 10 11:54:39 2017 | 265004005    | Makin Eugen | 265004005 | Сообщить о пропаже сотрудникам транспортной организации, получить документы пропажи багажа или письменный отказ 
| Sun Dec 10 11:54:41 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 11:57:12 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 11:57:17 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 11:57:23 2017 | 265004005    | Makin Eugen | 265004005 | Несчастный случай 
| Sun Dec 10 11:57:38 2017 | 265004005    | Makin Eugen | 265004005 | Выбор характера несчастного случая 
| Sun Dec 10 12:11:54 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 12:12:25 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 12:12:44 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 12:12:51 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 12:12:53 2017 | 265004005    | Makin Eugen | 265004005 | Выбор характера требуемой помощи 
| Sun Dec 10 12:13:19 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 12:13:24 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 12:45:41 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 12:46:07 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 12:46:08 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:13:27 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:13:30 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:13:32 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:13:33 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:13:36 2017 | 265004005    | Makin Eugen | 265004005 | Заявление с описанием страхового случая.Медицинские расходы 
| Sun Dec 10 13:13:50 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:19:24 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 13:19:25 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:19:27 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:19:29 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:19:53 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования медицинских расходов 
| Sun Dec 10 13:20:03 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:20:05 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 13:20:06 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:20:07 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:20:14 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования непредвиденных расходов путешественников 
| Sun Dec 10 13:20:20 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:20:24 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:20:25 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:23:44 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:23:47 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:23:48 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:24:26 2017 | 265004005    | Makin Eugen | 265004005 | 2)Правила страхования гражданской ответственности физических лиц 
| Sun Dec 10 13:27:46 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:27:54 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:28:08 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:29:16 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:29:19 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:29:20 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:30:17 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:30:18 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:30:18 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:30:19 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:30:21 2017 | 265004005    | Makin Eugen | 265004005 | 2)Правила страхования гражданской ответственности физических лиц 
| Sun Dec 10 13:30:28 2017 | 265004005    | Makin Eugen | 265004005 | 1)Правила страхования медицинских расходов 
| Sun Dec 10 13:30:30 2017 | 265004005    | Makin Eugen | 265004005 | 3)Правила страхования багажа 
| Sun Dec 10 13:30:33 2017 | 265004005    | Makin Eugen | 265004005 | 4)Правила страхования от отмены поездки 
| Sun Dec 10 13:30:36 2017 | 265004005    | Makin Eugen | 265004005 | 5)Правила страхования от несчастных случаев 
| Sun Dec 10 13:30:39 2017 | 265004005    | Makin Eugen | 265004005 | 6)Таблица размеров страховых выплат по страхованию от НС 
| Sun Dec 10 13:30:40 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:30:42 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:30:43 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:30:44 2017 | 265004005    | Makin Eugen | 265004005 | 1)Заявление с описанием страхового случая.Медицинские расходы 
| Sun Dec 10 13:33:22 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:33:24 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:33:25 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:33:26 2017 | 265004005    | Makin Eugen | 265004005 | 1)Заявление с описанием страхового случая.Медицинские расходы 
| Sun Dec 10 13:37:23 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:37:27 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:37:28 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:37:29 2017 | 265004005    | Makin Eugen | 265004005 | 1)Медицинские расходы 
| Sun Dec 10 13:39:46 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:39:46 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:39:50 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 13:40:02 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 13:40:04 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:40:05 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:40:07 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:41:29 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:41:34 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:41:46 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:41:48 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:41:49 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:41:50 2017 | 265004005    | Makin Eugen | 265004005 | 2)Если вы потеряли багаж 
| Sun Dec 10 13:41:54 2017 | 265004005    | Makin Eugen | 265004005 | 1)Медицинские расходы 
| Sun Dec 10 13:42:01 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:42:03 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:42:04 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:42:05 2017 | 265004005    | Makin Eugen | 265004005 | 3)Случился невыезд 
| Sun Dec 10 13:42:07 2017 | 265004005    | Makin Eugen | 265004005 | 4)Страховой случай, связанный с невыездом вашего ребенка 
| Sun Dec 10 13:42:08 2017 | 265004005    | Makin Eugen | 265004005 | 1)Медицинские расходы 
| Sun Dec 10 13:44:04 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:44:16 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:44:17 2017 | 265004005    | Makin Eugen | 265004005 | Образцы заявлений 
| Sun Dec 10 13:44:18 2017 | 265004005    | Makin Eugen | 265004005 | 1)Заявлeние по медицинским расходам 
| Sun Dec 10 13:44:20 2017 | 265004005    | Makin Eugen | 265004005 | 2)Если вы потеряли багаж 
| Sun Dec 10 13:44:21 2017 | 265004005    | Makin Eugen | 265004005 | 3)Случился невыезд 
| Sun Dec 10 13:44:22 2017 | 265004005    | Makin Eugen | 265004005 | 4)Страховой случай, связанный с невыездом вашего ребенка 
| Sun Dec 10 13:44:23 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 13:44:24 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 13:44:25 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 13:44:27 2017 | 265004005    | Makin Eugen | 265004005 | 1)Правила страхования медицинских расходов 
| Sun Dec 10 13:44:29 2017 | 265004005    | Makin Eugen | 265004005 | 2)Правила страхования гражданской ответственности физических лиц 
| Sun Dec 10 13:44:30 2017 | 265004005    | Makin Eugen | 265004005 | 3)Правила страхования багажа 
| Sun Dec 10 13:44:32 2017 | 265004005    | Makin Eugen | 265004005 | 4)Правила страхования от отмены поездки 
| Sun Dec 10 13:44:35 2017 | 265004005    | Makin Eugen | 265004005 | 4)Правила страхования от отмены поездки 
| Sun Dec 10 13:44:39 2017 | 265004005    | Makin Eugen | 265004005 | 5)Правила страхования от несчастных случаев 
| Sun Dec 10 13:44:42 2017 | 265004005    | Makin Eugen | 265004005 | 6)Таблица размеров страховых выплат по страхованию от НС 
| Sun Dec 10 13:44:44 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:00:05 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 14:00:06 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:00:07 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:00:10 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 14:00:12 2017 | 265004005    | Makin Eugen | 265004005 | Вызов врача 
| Sun Dec 10 14:02:31 2017 | 265004005    | Makin Eugen | 265004005 | Вызов врача 
| Sun Dec 10 14:02:37 2017 | 265004005    | Makin Eugen | 265004005 | Амбулаторное или стационарное лечение 
| Sun Dec 10 14:02:39 2017 | 265004005    | Makin Eugen | 265004005 | Стоматологические услуги 
| Sun Dec 10 14:02:41 2017 | 265004005    | Makin Eugen | 265004005 | Врачебные услуги (перевязки) 
| Sun Dec 10 14:02:49 2017 | 265004005    | Makin Eugen | 265004005 | Проведение операции 
| Sun Dec 10 14:05:27 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:05:31 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 14:05:33 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:05:37 2017 | 265004005    | Makin Eugen | 265004005 | Медицинские расходы 
| Sun Dec 10 14:05:38 2017 | 265004005    | Makin Eugen | 265004005 | Вызов врача 
| Sun Dec 10 14:05:48 2017 | 265004005    | Makin Eugen | 265004005 | Клиники "Будь здоров" 🦋 
| Sun Dec 10 14:05:54 2017 | 265004005    | Makin Eugen | 265004005 | None 
| Sun Dec 10 14:06:25 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:06:28 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 14:06:31 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:06:32 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:06:36 2017 | 265004005    | Makin Eugen | 265004005 | Пропажа багажа 
| Sun Dec 10 14:06:38 2017 | 265004005    | Makin Eugen | 265004005 | Заявление об утере багажа 
| Sun Dec 10 14:07:44 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:07:52 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:11:01 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:11:27 2017 | 265004005    | Makin Eugen | 265004005 | Контакты ☎ 
| Sun Dec 10 14:11:27 2017 | 265004005    | Makin Eugen | 265004005 | Контакты ☎ 
| Sun Dec 10 14:11:30 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:11:33 2017 | 265004005    | Makin Eugen | 265004005 | /start 
| Sun Dec 10 14:11:34 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:11:37 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:11:39 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:12:04 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:12:36 2017 | 265004005    | Makin Eugen | 265004005 | Обратная связь 📝 
| Sun Dec 10 14:12:45 2017 | 265004005    | Makin Eugen | 265004005 | Оадшаок 
| Sun Dec 10 14:12:47 2017 | 265004005    | Makin Eugen | 265004005 | Оставить свои пожелания по работе чат-бота 
| Sun Dec 10 14:12:49 2017 | 265004005    | Makin Eugen | 265004005 | Алалла 
| Sun Dec 10 14:12:50 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:12:52 2017 | 265004005    | Makin Eugen | 265004005 | Документы 📒 
| Sun Dec 10 14:12:53 2017 | 265004005    | Makin Eugen | 265004005 | Правила страхования 
| Sun Dec 10 14:12:55 2017 | 265004005    | Makin Eugen | 265004005 | 1)Правила страхования медицинских расходов 
| Sun Dec 10 14:12:56 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:12:58 2017 | 265004005    | Makin Eugen | 265004005 | Наши организации на карте 🗺 
| Sun Dec 10 14:12:59 2017 | 265004005    | Makin Eugen | 265004005 | Клиники "Будь здоров" 🦋 
| Sun Dec 10 14:13:03 2017 | 265004005    | Makin Eugen | 265004005 | None 
| Sun Dec 10 14:13:04 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:13:06 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
| Sun Dec 10 14:13:08 2017 | 265004005    | Makin Eugen | 265004005 | Отмена поездки 
| Sun Dec 10 14:13:09 2017 | 265004005    | Makin Eugen | 265004005 | Список необходимых документов 
| Sun Dec 10 14:16:51 2017 | 265004005    | Makin Eugen | 265004005 | Главное меню 🏠 
| Sun Dec 10 14:16:56 2017 | 265004005    | Makin Eugen | 265004005 | Что делать, если наступил страховой случай 🏥 
